Time,Intensity,ADC_Value
50.626683712005615,0,505
51.10681772232056,0,505
51.12333607673645,48,501
51.60261845588684,48,501
51.61930179595947,0,505
52.099427938461304,0,505
52.11602210998535,48,501
52.5841703414917,48,501
52.599199533462524,0,505
53.0888192653656,0,505
53.108301877975464,48,501
53.57390832901001,48,501
53.605135440826416,0,505
54.07419681549072,0,505
54.100887298583984,48,501
54.56641483306885,48,501
54.58203864097595,0,505
55.08668231964111,0,505
55.08668231964111,48,501
55.586657762527466,48,501
55.586657762527466,0,505
56.07128381729126,0,505
56.08691191673279,49,503
56.58241677284241,49,503
56.59804368019104,0,505
57.07256007194519,0,505
57.094640016555786,48,501
57.57203722000122,48,501
57.590765714645386,0,505
58.05759048461914,0,505
58.07322669029236,48,501
58.566922426223755,48,501
58.58295559883118,0,508
59.056922912597656,0,508
59.080055713653564,48,501
59.55698084831238,48,501
59.57632040977478,0,505
60.051618814468384,0,505
